"conf	repacc	prova	specie	comprensorio	sex	age	prelievo	riserva	altitudine	statoc	sintomi	numcamp	identif	esito	esito2	esito3	finalita	mp	pr	comune	localita	anno	mese	dtprel"
"241249	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Ambito Territoriale di Caccia (A.T.C.) Unico	F	NULL	Abbattuto (Sorveglianza attiva)	NULL	NULL	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Brescia	VIA ORZINUOVI 94	2022	7	2022-07-14 00:00:00.000"
"241444	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Comprensorio Alpino (C.A.) 6 Tavernole sul Mella	M	Cl 2: > 25 mesi \ > 2 anni	Abbattuto (Sorveglianza attiva)	NULL	NULL	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Marmentino	Loc. Fulu	2022	7	2022-07-16 00:00:00.000"
"241452	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Comprensorio Alpino (C.A.) 3 Media Valle Camonica	M	Cl 0: 0-12 mesi \ 0-1 anni	Abbattuto (Sorveglianza attiva)	NULL	NULL	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Breno	Località Argai	2022	7	2022-07-14 00:00:00.000"
"241470	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Comprensorio Alpino (C.A.) 3 Media Valle Camonica	F	Cl 2: > 25 mesi \ > 2 anni	Abbattuto (Sorveglianza attiva)	NULL	NULL	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Cimbergo	Località 	2022	7	2022-07-14 00:00:00.000"
"241475	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Comprensorio Alpino (C.A.) 6 Tavernole sul Mella	M	Cl 2: > 25 mesi \ > 2 anni	Abbattuto (Sorveglianza attiva)	NULL	NULL	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Marmentino	Loc. Fulu	2022	7	2022-07-25 00:00:00.000"
"241503	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Comprensorio Alpino (C.A.) 8 Alto Garda	F	Cl 0: 0-12 mesi \ 0-1 anni	Abbattuto (Sorveglianza attiva)	NULL	NULL	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Gargnano	Loc. Faldoncino	2022	7	2022-07-13 00:00:00.000"
"241507	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Ambito Territoriale di Caccia (A.T.C.) Unico	F	Cl 1: 13-24 mesi \ 1-2 anni	Abbattuto (Sorveglianza attiva)	NULL	NULL	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Rodengo-Saiano	Loc. Valzina	2022	7	2022-07-17 00:00:00.000"
"241510	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Comprensorio Alpino (C.A.) 8 Alto Garda	M	Cl 0: 0-12 mesi \ 0-1 anni	Abbattuto (Sorveglianza attiva)	NULL	NULL	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Gargnano	Loc. Dosso Navazzo	2022	7	2022-07-13 00:00:00.000"
"241519	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Ambito Territoriale di Caccia (A.T.C.) Unico	F	Cl 0: 0-12 mesi \ 0-1 anni	Abbattuto (Sorveglianza attiva)	NULL	NULL	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Brione	Località Vesalla	2022	7	2022-07-13 00:00:00.000"
"241531	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Comprensorio Alpino (C.A.) 6 Tavernole sul Mella	F	NULL	Abbattuto (Sorveglianza attiva)	NULL	NULL	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Gardone Val Trompia	Loc. Valle di Gardone	2022	7	2022-07-13 00:00:00.000"
"241546	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Comprensorio Alpino (C.A.) 8 Alto Garda	M	Cl 0: 0-12 mesi \ 0-1 anni	Abbattuto (Sorveglianza attiva)	NULL	NULL	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Gargnano	Loc. Via del triol	2022	7	2022-07-19 00:00:00.000"
"241555	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Ambito Territoriale di Caccia (A.T.C.) Unico	F	Cl 1: 13-24 mesi \ 1-2 anni	Abbattuto (Sorveglianza attiva)	NULL	NULL	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Ome	Località 	2022	7	2022-07-16 00:00:00.000"
"241567	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Comprensorio Alpino (C.A.) 8 Alto Garda	F	Cl 0: 0-12 mesi \ 0-1 anni	Abbattuto (Sorveglianza attiva)	NULL	NULL	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Tignale	Loc. Nargule	2022	7	2022-07-16 00:00:00.000"
"241586	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Comprensorio Alpino (C.A.) 8 Alto Garda	M	Cl 0: 0-12 mesi \ 0-1 anni	Abbattuto (Sorveglianza attiva)	NULL	NULL	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Tignale	Loc. Sott Prabione	2022	7	2022-07-17 00:00:00.000"
"241596	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Ambito Territoriale di Caccia (A.T.C.) Unico	F	Cl 0: 0-12 mesi \ 0-1 anni	Abbattuto (Sorveglianza attiva)	NULL	NULL	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Brescia	VIA ORZINUOVI 94	2022	7	2022-07-14 00:00:00.000"
"241614	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Comprensorio Alpino (C.A.) 1 Ponte di Legno	F	Cl 0: 0-12 mesi \ 0-1 anni	Abbattuto (Sorveglianza attiva)	NULL	NULL	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Brescia	VIA ORZINUOVI 94	2022	7	2022-07-14 00:00:00.000"
"241659	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Ambito Territoriale di Caccia (A.T.C.) Unico	M	NULL	Abbattuto (Sorveglianza attiva)	NULL	NULL	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Breno	Località	2022	7	2022-07-19 00:00:00.000"
"241787	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Ambito Territoriale di Caccia (A.T.C.) Unico	F	Cl 0: 0-12 mesi \ 0-1 anni	Abbattuto (Sorveglianza attiva)	NULL	NULL	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Provaglio d'Iseo	Località Vigne	2022	7	2022-07-16 00:00:00.000"
"241796	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Ambito Territoriale di Caccia (A.T.C.) Unico	M	NULL	Abbattuto (Sorveglianza attiva)	NULL	NULL	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Brescia	VIA ORZINUOVI 94	2022	7	2022-07-14 00:00:00.000"
"241803	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Ambito Territoriale di Caccia (A.T.C.) Unico	M	Cl 1: 13-24 mesi \ 1-2 anni	Abbattuto (Sorveglianza attiva)	NULL	NULL	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Iseo	Loc. Forcella	2022	7	2022-07-13 00:00:00.000"
"241808	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Ambito Territoriale di Caccia (A.T.C.) Unico	M	Cl 1: 13-24 mesi \ 1-2 anni	Abbattuto (Sorveglianza attiva)	NULL	NULL	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Iseo	Loc. Forcella	2022	7	2022-07-13 00:00:00.000"
"241816	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Ambito Territoriale di Caccia (A.T.C.) Unico	F	NULL	Abbattuto (Sorveglianza attiva)	NULL	NULL	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Brescia	VIA ORZINUOVI 94	2022	7	2022-07-12 00:00:00.000"
"241822	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Ambito Territoriale di Caccia (A.T.C.) Unico	M	NULL	Abbattuto (Sorveglianza attiva)	NULL	NULL	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Brescia	VIA ORZINUOVI 94	2022	7	2022-07-12 00:00:00.000"
"241823	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Ambito Territoriale di Caccia (A.T.C.) Unico	F	NULL	Abbattuto (Sorveglianza attiva)	NULL	NULL	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Brescia	VIA ORZINUOVI 94	2022	7	2022-07-12 00:00:00.000"
"241827	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Ambito Territoriale di Caccia (A.T.C.) Unico	M	NULL	Abbattuto (Sorveglianza attiva)	NULL	NULL	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Brescia	VIA ORZINUOVI 94	2022	7	2022-07-13 00:00:00.000"
"241829	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Ambito Territoriale di Caccia (A.T.C.) Unico	M	NULL	Abbattuto (Sorveglianza attiva)	NULL	NULL	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Brescia	VIA ORZINUOVI 94	2022	7	2022-07-14 00:00:00.000"
"241830	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Ambito Territoriale di Caccia (A.T.C.) Unico	M	NULL	Abbattuto (Sorveglianza attiva)	NULL	NULL	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Brescia	VIA ORZINUOVI 94	2022	7	2022-07-12 00:00:00.000"
"241833	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Ambito Territoriale di Caccia (A.T.C.) Unico	F	NULL	Abbattuto (Sorveglianza attiva)	NULL	NULL	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Brescia	VIA ORZINUOVI 94	2022	7	2022-07-12 00:00:00.000"
"241838	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Ambito Territoriale di Caccia (A.T.C.) Unico	M	NULL	Abbattuto (Sorveglianza attiva)	NULL	NULL	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Brescia	VIA ORZINUOVI 94	2022	7	2022-07-12 00:00:00.000"
"241841	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Ambito Territoriale di Caccia (A.T.C.) Unico	M	NULL	Abbattuto (Sorveglianza attiva)	NULL	NULL	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Brescia	VIA ORZINUOVI 94	2022	7	2022-07-12 00:00:00.000"
"241842	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Ambito Territoriale di Caccia (A.T.C.) Unico	F	NULL	Abbattuto (Sorveglianza attiva)	NULL	NULL	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Brescia	VIA ORZINUOVI 94	2022	7	2022-07-11 00:00:00.000"
"241844	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Ambito Territoriale di Caccia (A.T.C.) Unico	M	NULL	Abbattuto (Sorveglianza attiva)	NULL	NULL	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Brescia	VIA ORZINUOVI 94	2022	7	2022-07-06 00:00:00.000"
"241847	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Ambito Territoriale di Caccia (A.T.C.) Unico	M	NULL	Abbattuto (Sorveglianza attiva)	NULL	NULL	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Brescia	VIA ORZINUOVI 94	2022	7	2022-07-06 00:00:00.000"
"241849	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Ambito Territoriale di Caccia (A.T.C.) Unico	F	NULL	Abbattuto (Sorveglianza attiva)	NULL	NULL	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Brescia	VIA ORZINUOVI 94	2022	7	2022-07-05 00:00:00.000"
"241853	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Ambito Territoriale di Caccia (A.T.C.) Unico	M	NULL	Abbattuto (Sorveglianza attiva)	NULL	NULL	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Brescia	VIA ORZINUOVI 94	2022	7	2022-07-11 00:00:00.000"
"241854	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Ambito Territoriale di Caccia (A.T.C.) Unico	M	NULL	Abbattuto (Sorveglianza attiva)	NULL	NULL	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Brescia	VIA ORZINUOVI 94	2022	7	2022-07-05 00:00:00.000"
"241861	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Ambito Territoriale di Caccia (A.T.C.) Unico	F	NULL	Abbattuto (Sorveglianza attiva)	NULL	NULL	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Brescia	VIA ORZINUOVI 94	2022	7	2022-07-05 00:00:00.000"
"241865	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Ambito Territoriale di Caccia (A.T.C.) Unico	M	NULL	Abbattuto (Sorveglianza attiva)	NULL	NULL	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Brescia	VIA ORZINUOVI 94	2022	7	2022-07-06 00:00:00.000"
"241870	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Ambito Territoriale di Caccia (A.T.C.) Unico	M	NULL	Abbattuto (Sorveglianza attiva)	NULL	NULL	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Brescia	VIA ORZINUOVI 94	2022	7	2022-07-11 00:00:00.000"
"241873	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Ambito Territoriale di Caccia (A.T.C.) Unico	F	NULL	Abbattuto (Sorveglianza attiva)	NULL	NULL	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Brescia	VIA ORZINUOVI 94	2022	7	2022-07-06 00:00:00.000"
"241881	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Comprensorio Alpino (C.A.) 2 Edolo	M	Cl 0: 0-12 mesi \ 0-1 anni	Abbattuto (Sorveglianza attiva)	NULL	NULL	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Edolo	Località Mola	2022	7	2022-07-14 00:00:00.000"
"241889	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Ambito Territoriale di Caccia (A.T.C.) Unico	F	Cl 0: 0-12 mesi \ 0-1 anni	Abbattuto (Sorveglianza attiva)	NULL	NULL	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Edolo	Località Mola	2022	7	2022-07-14 00:00:00.000"
"243744	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Ambito Territoriale di Caccia (A.T.C.) Unico	M	Cl 1: 13-24 mesi \ 1-2 anni	Abbattuto (Sorveglianza attiva)	NULL	NULL	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Carpenedolo	Loc. Belvedere	2022	7	2022-07-21 00:00:00.000"
"243749	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Ambito Territoriale di Caccia (A.T.C.) Unico	M	Cl 0: 0-12 mesi \ 0-1 anni	Abbattuto (Sorveglianza attiva)	NULL	NULL	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Provaglio d'Iseo	Località Provezze	2022	7	2022-07-22 00:00:00.000"
"243759	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Ambito Territoriale di Caccia (A.T.C.) Unico	M	Cl 2: > 25 mesi \ > 2 anni	Abbattuto (Sorveglianza attiva)	NULL	NULL	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Roè Volciano	Località	2022	7	2022-07-20 00:00:00.000"
"243853	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Comprensorio Alpino (C.A.) 2 Edolo	F	Cl 1: 13-24 mesi \ 1-2 anni	Abbattuto (Sorveglianza attiva)	NULL	NULL	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Edolo	Località Giuseppa	2022	7	2022-07-23 00:00:00.000"
"243875	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Ambito Territoriale di Caccia (A.T.C.) Unico	M	NULL	Abbattuto (Sorveglianza attiva)	NULL	NULL	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Brescia	VIA ORZINUOVI 94	2022	7	2022-07-16 00:00:00.000"
"243893	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Ambito Territoriale di Caccia (A.T.C.) Unico	M	NULL	Abbattuto (Sorveglianza attiva)	NULL	NULL	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Brescia	VIA ORZINUOVI 94	2022	7	2022-07-17 00:00:00.000"
"243897	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Ambito Territoriale di Caccia (A.T.C.) Unico	F	NULL	Abbattuto (Sorveglianza attiva)	NULL	NULL	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Brescia	VIA ORZINUOVI 94	2022	7	2022-07-17 00:00:00.000"
"10483	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Ambito Territoriale di Caccia (A.T.C.) Unico	M	Cl 2: > 25 mesi \ > 2 anni	Abbattuto (Sorveglianza attiva)	NULL	NULL	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Gavardo	Località Sopra 	2022	1	2022-01-09 00:00:00.000"
"10491	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Ambito Territoriale di Caccia (A.T.C.) Unico	F	Cl 2: > 25 mesi \ > 2 anni	Abbattuto (Sorveglianza attiva)	NULL	NULL	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Sabbio Chiese	Località Clibbio	2022	1	2022-01-08 00:00:00.000"
"10498	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Ambito Territoriale di Caccia (A.T.C.) Unico	F	Cl 2: > 25 mesi \ > 2 anni	Abbattuto (Sorveglianza attiva)	NULL	NULL	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Sabbio Chiese	Località Fratta	2022	1	2022-01-08 00:00:00.000"
"13526	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Comprensorio Alpino (C.A.) 8 Alto Garda	F	Cl 1: 13-24 mesi \ 1-2 anni	Abbattuto (Sorveglianza attiva)	NULL	700	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Tignale	Località Fornaci	2022	1	2022-01-12 00:00:00.000"
"15928	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Ambito Territoriale di Caccia (A.T.C.) Unico	M	Cl 1: 13-24 mesi \ 1-2 anni	Abbattuto (Sorveglianza attiva)	NULL	NULL	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Gavardo	Località S. Monte	2022	1	2022-01-16 00:00:00.000"
"15933	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Ambito Territoriale di Caccia (A.T.C.) Unico	M	Cl 1: 13-24 mesi \ 1-2 anni	Abbattuto (Sorveglianza attiva)	NULL	NULL	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Gavardo	Località S. Monte	2022	1	2022-01-16 00:00:00.000"
"15943	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Ambito Territoriale di Caccia (A.T.C.) Unico	M	Cl 1: 13-24 mesi \ 1-2 anni	Abbattuto (Sorveglianza attiva)	NULL	NULL	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Gavardo	Località S. Monte	2022	1	2022-01-16 00:00:00.000"
"15952	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Ambito Territoriale di Caccia (A.T.C.) Unico	M	Cl 1: 13-24 mesi \ 1-2 anni	Abbattuto (Sorveglianza attiva)	NULL	NULL	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Gavardo	Località S. Monte	2022	1	2022-01-16 00:00:00.000"
"15964	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Comprensorio Alpino (C.A.) 8 Alto Garda	F	Cl 1: 13-24 mesi \ 1-2 anni	Abbattuto (Sorveglianza attiva)	NULL	NULL	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Tignale	Località Acquasinega	2022	1	2022-01-13 00:00:00.000"
"15973	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Comprensorio Alpino (C.A.) 8 Alto Garda	M	Cl 2: > 25 mesi \ > 2 anni	Abbattuto (Sorveglianza attiva)	NULL	NULL	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Toscolano-Maderno	Località Persegno	2022	1	2022-01-12 00:00:00.000"
"15982	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Comprensorio Alpino (C.A.) 8 Alto Garda	F	Cl 2: > 25 mesi \ > 2 anni	Abbattuto (Sorveglianza attiva)	NULL	NULL	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Tignale	Località Acquasinega	2022	1	2022-01-13 00:00:00.000"
"15997	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Comprensorio Alpino (C.A.) 8 Alto Garda	M	Cl 1: 13-24 mesi \ 1-2 anni	Abbattuto (Sorveglianza attiva)	NULL	NULL	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Toscolano-Maderno	Località Prade	2022	1	2022-01-15 00:00:00.000"
"16009	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Comprensorio Alpino (C.A.) 8 Alto Garda	F	Cl 2: > 25 mesi \ > 2 anni	Abbattuto (Sorveglianza attiva)	NULL	NULL	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Toscolano-Maderno	Località Prade	2022	1	2022-01-13 00:00:00.000"
